date,campaign_id,campaign_name,channel,campaign_type,region,device,impressions,clicks,spend_gbp,conversions,revenue_gbp,new_customers,assisted_conversions,ctr,cpc_gbp,conversion_rate,cpa_gbp,roas,aov_gbp
2025-03-11,CMP-1000,Google Ads - Brand Search,Google Ads,Brand Search,France,Mobile,10506,470,516.68,30,2153.82,19,3,0.044736341138397105,1.09931914893617,0.06382978723404255,17.222666666666665,4.1685762948052965,71.79400000000001
2025-03-12,CMP-1000,Google Ads - Brand Search,Google Ads,Brand Search,UK,Desktop,13148,635,969.73,46,4781.18,31,10,0.048296318831761484,1.5271338582677165,0.07244094488188976,21.08108695652174,4.930423932434802,103.93869565217392
2025-03-13,CMP-1000,Google Ads - Brand Search,Google Ads,Brand Search,UK,Mobile,11589,501,589.74,31,2421.78,12,15,0.043230649754077144,1.177125748502994,0.06187624750499002,19.023870967741935,4.106521517957066,78.12193548387097
2025-03-14,CMP-1000,Google Ads - Brand Search,Google Ads,Brand Search,France,Desktop,11098,485,618.64,23,1842.88,16,11,0.04370156785006307,1.2755463917525773,0.04742268041237113,26.897391304347824,2.978921505237295,80.12521739130435
2025-03-15,CMP-1000,Google Ads - Brand Search,Google Ads,Brand Search,US,Tablet,5528,265,467.82,18,1510.9,6,4,0.04793777134587554,1.7653584905660378,0.06792452830188679,25.99,3.22966098071908,83.9388888888889
2025-03-16,CMP-1000,Google Ads - Brand Search,Google Ads,Brand Search,US,Mobile,7638,417,555.3,25,1676.06,14,8,0.054595443833464256,1.3316546762589927,0.05995203836930456,22.212,3.018296416351522,67.0424
2025-03-17,CMP-1000,Google Ads - Brand Search,Google Ads,Brand Search,Canada,Mobile,7208,364,373.52,29,2426.5,13,12,0.050499445061043285,1.0261538461538462,0.07967032967032966,12.879999999999999,6.496305418719212,83.67241379310344
2025-03-18,CMP-1000,Google Ads - Brand Search,Google Ads,Brand Search,France,Mobile,5709,364,335.08,46,4307.77,19,13,0.06375897705377474,0.9205494505494505,0.12637362637362637,7.2843478260869565,12.855944848991287,93.64717391304349
2025-03-19,CMP-1000,Google Ads - Brand Search,Google Ads,Brand Search,US,Mobile,11000,559,681.99,65,5946.08,35,16,0.05081818181818182,1.2200178890876565,0.11627906976744186,10.492153846153846,8.718720215838943,91.47815384615384
2025-03-20,CMP-1000,Google Ads - Brand Search,Google Ads,Brand Search,UK,Mobile,11902,626,649.66,12,1124.05,6,3,0.052596202318937996,1.0377955271565495,0.019169329073482427,54.13833333333333,1.7302127266570206,93.67083333333333
2025-03-21,CMP-1000,Google Ads - Brand Search,Google Ads,Brand Search,India,Mobile,3374,143,171.54,10,830.96,5,3,0.04238292827504446,1.1995804195804196,0.06993006993006994,17.154,4.844117989973184,83.096
2025-03-22,CMP-1000,Google Ads - Brand Search,Google Ads,Brand Search,UK,Desktop,8852,350,395.89,7,650.83,3,2,0.03953908721192951,1.1311142857142857,0.02,56.55571428571428,1.643966758443002,92.97571428571429
2025-03-23,CMP-1000,Google Ads - Brand Search,Google Ads,Brand Search,France,Tablet,4574,128,156.23,11,992.49,4,3,0.027984258854394404,1.220546875,0.0859375,14.202727272727271,6.352749151891443,90.22636363636364
2025-03-24,CMP-1000,Google Ads - Brand Search,Google Ads,Brand Search,India,Desktop,3532,70,71.04,3,210.52,1,1,0.019818799546998868,1.014857142857143,0.04285714285714286,23.680000000000003,2.9634009009009006,70.17333333333333
2025-03-25,CMP-1000,Google Ads - Brand Search,Google Ads,Brand Search,UK,Mobile,10609,422,538.63,44,4262.28,24,15,0.039777547365444435,1.2763744075829384,0.10426540284360189,12.24159090909091,7.91318716001708,96.86999999999999
2025-03-26,CMP-1000,Google Ads - Brand Search,Google Ads,Brand Search,India,Desktop,7397,276,209.13,21,2275.69,8,5,0.037312423955657696,0.7577173913043478,0.07608695652173914,9.958571428571428,10.881700377755463,108.36619047619048
2025-03-27,CMP-1000,Google Ads - Brand Search,Google Ads,Brand Search,UK,Mobile,11429,591,822.89,20,1596.24,8,9,0.051710560853967975,1.3923688663282572,0.0338409475465313,41.1445,1.9397975428064504,79.812
2025-03-28,CMP-1000,Google Ads - Brand Search,Google Ads,Brand Search,France,Desktop,9027,329,419.49,22,1741.49,10,8,0.03644621690484103,1.2750455927051672,0.0668693009118541,19.06772727272727,4.151445803237264,79.15863636363636
2025-03-29,CMP-1000,Google Ads - Brand Search,Google Ads,Brand Search,US,Mobile,6038,223,150.18,12,1630.88,5,4,0.03693275919178536,0.6734529147982063,0.053811659192825115,12.515,10.859501931016114,135.90666666666667
2025-03-30,CMP-1000,Google Ads - Brand Search,Google Ads,Brand Search,US,Mobile,6703,194,269.92,9,507.59,3,3,0.02894226465761599,1.391340206185567,0.04639175257731959,29.991111111111113,1.880520154119739,56.398888888888884
2025-03-31,CMP-1000,Google Ads - Brand Search,Google Ads,Brand Search,UK,Mobile,18094,639,895.48,33,2854.81,18,8,0.035315574223499506,1.4013771517996871,0.051643192488262914,27.135757575757577,3.1880220663778083,86.50939393939393
2025-01-01,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,Canada,Mobile,4787,230,336.51,23,2281.31,12,3,0.04804679339878839,1.463086956521739,0.1,14.630869565217392,6.779323051320912,99.18739130434783
2025-01-02,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,UK,Mobile,6071,314,252.91,22,2124.42,11,3,0.051721297973974636,0.8054458598726114,0.07006369426751592,11.495909090909091,8.399905104582658,96.56454545454545
2025-01-03,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,UK,Mobile,12549,483,581.98,24,2233.46,13,8,0.03848912263925412,1.204927536231884,0.049689440993788817,24.249166666666667,3.8376920169077975,93.06083333333333
2025-01-04,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,UK,Mobile,7390,379,620.71,11,1114.67,6,5,0.05128552097428958,1.6377572559366755,0.029023746701846966,56.42818181818182,1.7957983599426464,101.33363636363637
2025-01-05,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,Germany,Mobile,8052,334,344.26,29,1744.53,17,10,0.04148037754595132,1.0307185628742515,0.08682634730538923,11.87103448275862,5.067478068901412,60.15620689655172
2025-01-06,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,India,Desktop,4255,167,183.73,24,1554.47,16,5,0.039247943595769684,1.100179640718563,0.1437125748502994,7.6554166666666665,8.460621564251891,64.76958333333333
2025-01-07,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,UK,Mobile,8434,407,613.06,18,1370.32,8,7,0.048257054778278394,1.506289926289926,0.044226044226044224,34.05888888888889,2.2352135190682807,76.12888888888888
2025-01-08,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,US,Desktop,5463,201,218.55,17,1620.5,6,5,0.036792970895112576,1.087313432835821,0.0845771144278607,12.855882352941178,7.414779226721573,95.32352941176471
2025-01-09,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,UK,Mobile,17551,508,711.83,36,2636.32,19,13,0.02894421970258105,1.401240157480315,0.07086614173228346,19.77305555555556,3.7035809111726112,73.23111111111112
2025-01-10,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,UK,Mobile,8634,283,331.59,12,921.01,8,6,0.032777391707204076,1.171696113074205,0.04240282685512368,27.632499999999997,2.777556621128502,76.75083333333333
2025-01-11,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,UK,Mobile,8662,297,372.32,35,2078.28,18,11,0.03428769337335488,1.2536026936026936,0.11784511784511785,10.637714285714285,5.581972496776967,59.379428571428576
2025-01-12,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,India,Mobile,7186,365,564.35,27,2803.42,15,11,0.05079320901753409,1.5461643835616439,0.07397260273972603,20.901851851851852,4.967520155931602,103.83037037037037
2025-01-13,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,US,Tablet,7202,325,563.71,22,2179.31,14,6,0.04512635379061372,1.7344923076923078,0.06769230769230769,25.62318181818182,3.866012666087172,99.05954545454546
2025-01-14,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,UK,Mobile,9447,296,309.46,20,2066.03,7,7,0.0313326982110723,1.0454729729729728,0.06756756756756757,15.472999999999999,6.676242486912687,103.3015
2025-01-15,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,UK,Tablet,4363,169,206.04,11,820.07,5,6,0.0387348154939262,1.219171597633136,0.0650887573964497,18.73090909090909,3.9801494855367894,74.55181818181819
2025-01-16,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,UK,Mobile,11284,432,567.62,17,1763.16,8,3,0.03828429634881248,1.3139351851851853,0.03935185185185185,33.38941176470588,3.106233043233149,103.71529411764706
2025-01-17,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,US,Mobile,6870,321,520.82,9,1212.72,3,3,0.046724890829694325,1.6224922118380063,0.028037383177570093,57.8688888888889,2.328482009139434,134.74666666666667
2025-01-18,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,India,Desktop,10333,513,799.24,48,4292.59,18,5,0.04964676279879996,1.557972709551657,0.0935672514619883,16.650833333333335,5.370839797807918,89.42895833333334
2025-01-19,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,UK,Mobile,8281,498,626.8,46,2228.84,26,10,0.06013766453326893,1.2586345381526103,0.09236947791164658,13.626086956521737,3.5559029993618383,48.453043478260874
2025-01-20,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,Canada,Desktop,8708,381,459.05,46,4411.02,23,4,0.04375287092328893,1.2048556430446196,0.12073490813648294,9.979347826086956,9.609018625422069,95.89173913043479
2025-01-21,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,India,Mobile,8149,311,526.11,37,2464.94,26,16,0.03816419192538962,1.6916720257234727,0.1189710610932476,14.219189189189189,4.685217920206801,66.62
2025-01-22,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,US,Mobile,5960,263,426.47,28,2207.38,13,14,0.04412751677852349,1.6215589353612168,0.10646387832699619,15.231071428571429,5.175932656458836,78.83500000000001
2025-01-23,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,US,Mobile,4558,220,232.79,11,885.83,7,1,0.04826678367705134,1.0581363636363637,0.05,21.16272727272727,3.8052751406847376,80.53
2025-01-24,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,UK,Mobile,5458,324,509.18,23,2566.27,16,11,0.05936240381091975,1.5715432098765432,0.07098765432098765,22.13826086956522,5.040005499037668,111.57695652173913
2025-01-25,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,Canada,Desktop,10020,353,363.35,15,1429.41,5,3,0.035229540918163674,1.0293201133144476,0.042492917847025496,24.223333333333336,3.9339755057107473,95.29400000000001
2025-01-26,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,France,Desktop,9147,548,858.89,35,1897.52,20,9,0.05991035312124194,1.5673175182481751,0.06386861313868614,24.539714285714286,2.209270104437122,54.21485714285714
2025-01-27,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,India,Mobile,3965,220,217.41,9,515.8,5,4,0.05548549810844893,0.9882272727272727,0.04090909090909091,24.156666666666666,2.372475967066832,57.3111111111111
2025-01-28,CMP-1001,Google Ads - Non-Brand Search,Google Ads,Non-Brand Search,Canada,Tablet,2382,114,178.1,7,594.1,3,2,0.04785894206549118,1.5622807017543858,0.06140350877192982,25.442857142857143,3.3357664233576645,84.87142857142858
